,date,open,high,low,close,adj_close,volume,stock
2922,1962-07-02,0.0,238.75,230.625,238.75,109.21765,1000.0,NAV
2923,1962-07-02,0.0,1.5703125,1.5546875,1.5664062,0.014117053,668800.0,XOM
2924,1962-07-11,0.0,0.1276041716337204,0.1267361,0.12738715,0.00015940909,1152000.0,MO
2925,1962-10-25,0.0,28.8125,28.375,28.5,0.48959702,4400.0,DTE
2926,1962-05-22,0.72839504,0.7325102686882019,0.7057613,0.71193415,0.12858093,631800.0,BA
2927,1962-03-02,0.0,0.2239583283662796,0.22337963,0.22395833,6.312681e-07,345600.0,JNJ
2928,1962-03-29,0.0,6.9375,6.9166665,6.9166665,0.8994194,45600.0,FL
2929,1962-08-17,0.0,9.359375,9.25,9.34375,0.2160873,27200.0,ED
2930,1962-11-15,5.562945,5.655059814453125,5.506875,5.506875,1.3229915,6471900.0,AA
2931,1962-11-16,0.0,0.16001157462596893,0.15856482,0.16001157,4.5388066e-07,302400.0,JNJ
2932,1962-12-11,0.0,5.458333492279053,5.3958335,5.4166665,0.7250263,40800.0,FL
2933,1962-12-17,0.08559335,0.08603683859109879,0.08514986,0.08514986,0.004722707,817300.0,HPQ
2934,1962-05-23,0.0,0.1410590261220932,0.13715278,0.13715278,0.00016943413,2822400.0,MO
2935,1962-07-27,0.0,233.75,231.875,233.75,106.930336,500.0,NAV
2936,1962-07-31,0.6687243,0.6872428059577942,0.6687243,0.67489713,0.12189172,1008200.0,BA
2937,1962-01-16,0.0,10.75,10.5625,10.71875,1.8653256,14800.0,GT
2938,1962-08-07,0.0,27.25,26.875,26.875,0.4575188,7400.0,DTE
2939,1962-08-27,0.0,236.875,233.125,233.125,106.644455,500.0,NAV
2940,1962-12-26,0.0,5.4375,5.3541665,5.3958335,0.72223794,34800.0,FL
2941,1962-06-28,1.2708334,1.34375,1.2708334,1.3177084,0.11392422,146400.0,CAT
2942,1962-03-23,0.0,30.125,30.0,30.0,0.50068444,1400.0,DTE
2943,1962-07-06,5.387931,5.387930870056152,5.294228,5.3059406,1.2380928,68900.0,ARNC
2944,1962-03-12,0.0,10.140625,10.09375,10.109375,0.22924362,31200.0,ED
2945,1962-08-20,0.075449094,0.07856682687997818,0.075449094,0.07856683,0.030210266,1362300.0,DIS
2946,1962-03-09,0.0,0.22800925374031067,0.22800925,0.22800925,6.426866e-07,43200.0,JNJ
2947,1962-03-09,0.0,0.171875,0.1701389,0.1703559,0.00020851282,1497600.0,MO
2948,1962-06-29,0.0,1.56640625,1.5507812,1.5625,0.01408184,1196800.0,XOM
2949,1962-03-26,0.779998,0.7799980044364929,0.76873,0.76873,0.0018410118,1158100.0,GE
2950,1962-08-21,0.0,9.609375,9.4375,9.59375,0.22186856,32000.0,ED
2951,1962-07-10,0.07046072,0.07108426839113235,0.07046072,0.07108427,0.027333118,973100.0,DIS
2952,1962-12-12,0.75746197,0.7774940133094788,0.7562099,0.771234,0.0018751266,2186400.0,GE
2953,1962-01-12,0.0,0.1840277761220932,0.18359375,0.18359375,0.0002247156,460800.0,MO
2954,1962-07-17,5.2356634,5.235663414001465,5.05997,5.05997,1.1806968,26200.0,ARNC
2955,1962-08-16,0.6646091,0.6995884776115417,0.66049385,0.69135803,0.12650219,2211200.0,BA
2956,1962-06-22,0.0,6.405422210693359,6.224137,6.224137,0.55394137,81900.0,IP
2957,1962-11-08,0.0,9.34375,9.265625,9.328125,0.21799661,24800.0,ED
2958,1962-05-09,0.0,262.5,264.375,264.375,119.51012,1200.0,NAV
2959,1962-07-06,0.06859008,0.06859008222818375,0.067966536,0.067966536,0.026134288,428100.0,DIS
2960,1962-11-02,5.0482574,5.071682929992676,4.8959894,5.0365443,1.1810749,72500.0,ARNC
2961,1962-06-26,0.0,227.5,223.125,225.0,102.92758,900.0,NAV
2962,1962-12-12,1.5364584,1.5364583730697632,1.4791666,1.4947916,0.13123469,374400.0,CAT
2963,1962-12-27,0.07707031,0.07707031071186066,0.076106936,0.076106936,0.029472845,233500.0,DIS
2964,1962-11-29,0.74869794,0.7499499320983887,0.7449419,0.74994993,0.0018233774,1447600.0,GE
2965,1962-06-04,0.0,9.21875,8.75,8.75,0.20032878,56000.0,ED
2966,1962-03-02,0.23828125,0.240234375,0.23828125,0.24023438,0.0038705927,806400.0,KO
2967,1962-03-28,0.0,1.71484375,1.6953125,1.7109375,0.015251033,688000.0,XOM
2968,1962-11-16,0.0,248.75,246.875,247.5,114.7004,700.0,NAV
2969,1962-12-27,0.22135417,0.2239583283662796,0.22135417,0.22265625,0.0036896893,691200.0,KO
2970,1962-06-19,0.0,8.25,8.09375,8.15625,1.434909,20000.0,GT
2971,1962-04-03,0.0,10.90625,10.75,10.75,1.8803797,18000.0,GT
2972,1962-10-30,0.67232573,0.6860977411270142,0.67232573,0.68484575,0.0016650872,1926900.0,GE
2973,1962-11-28,0.0,0.1753472238779068,0.16840278,0.17418982,4.958861e-07,907200.0,JNJ
2974,1962-07-16,0.0,1.625,1.609375,1.625,0.014645126,684800.0,XOM
2975,1962-05-09,0.0,3.5565476417541504,3.5342262,3.549107,0.056973025,177600.0,CVX
2976,1962-10-25,0.0,5.8011369705200195,5.5896373,5.710494,0.5132737,65700.0,IP
2977,1962-11-26,0.0,7.057445526123047,6.9341717,6.9341717,0.62918353,57100.0,IP
2978,1962-07-19,0.071845196,0.07406264543533325,0.071845196,0.074062645,0.0041077705,930100.0,HPQ
2979,1962-08-15,0.0,0.1232638880610466,0.1219618,0.12282986,0.0001537061,1612800.0,MO
2980,1962-07-05,0.0707725,0.07108426839113235,0.06921363,0.069837175,0.02685358,389200.0,DIS
2981,1962-11-09,0.0,1.68359375,1.65625,1.6796875,0.015516284,697600.0,XOM
2982,1962-12-04,0.0,9.984375,9.90625,9.984375,0.233333,30400.0,ED
2983,1962-08-13,20.0,1.072265625,1.0644531,1.0664062,0.010223065,192000.0,PG
2984,1962-06-15,1.3385416,1.3697916269302368,1.3385416,1.3697916,0.11842724,278400.0,CAT
2985,1962-08-16,0.08248893,0.08426288515329361,0.08248893,0.08293242,0.0045997193,535500.0,HPQ
2986,1962-05-23,0.07981391,0.07981391251087189,0.07607264,0.07607264,0.029156651,739500.0,DIS
2987,1962-06-05,0.0,26.6875,25.9375,26.5,0.4463631,7200.0,DTE
2988,1962-01-16,0.0,1.59375,1.5820312,1.5820312,0.013947792,569600.0,XOM
2989,1962-07-16,0.67695475,0.6769547462463379,0.6646091,0.6646091,0.120033644,522200.0,BA
2990,1962-07-24,0.21223958,0.2132161408662796,0.20963542,0.20963542,0.0034243527,691200.0,KO
2991,1962-06-08,1.453125,1.453125,1.421875,1.453125,0.12563178,112800.0,CAT
2992,1962-07-17,0.07233136,0.07295490801334381,0.07108427,0.07108427,0.027333118,311400.0,DIS
2993,1962-07-31,0.0,6.6773505210876465,6.5564933,6.5564933,0.58352053,15400.0,IP
2994,1962-07-24,0.6372696,0.6397736668586731,0.6285056,0.6285056,0.0015168875,988400.0,GE
2995,1962-10-24,0.0,1.6015625,1.4804688,1.6015625,0.014603195,1929600.0,XOM
2996,1962-03-16,0.0,6.989583492279053,6.9166665,6.9479165,0.9034834,19200.0,FL
2997,1962-03-21,0.8168724,0.8209876418113708,0.8168724,0.8168724,0.14597248,528200.0,BA
2998,1962-03-21,0.0,0.23726852238178253,0.2361111,0.2361111,6.655234e-07,86400.0,JNJ
2999,1962-08-15,0.0,6.526278972625732,6.375208,6.405422,0.57007515,57500.0,IP
3000,1962-08-15,20.0,1.0859375,1.0800781,1.0800781,0.010354131,179200.0,PG
3001,1962-08-29,0.0,7.40625,7.28125,7.375,1.3083235,31200.0,GT
3002,1962-07-02,0.0,6.344993591308594,6.224137,6.3449936,0.5646971,107400.0,IP
3003,1962-10-24,0.6152263,0.6399176716804504,0.6152263,0.6399177,0.117089875,759000.0,BA
3004,1962-10-12,0.0,0.1176215261220932,0.1156684,0.11697049,0.00014827726,1036800.0,MO
3005,1962-06-28,0.0,0.1701388955116272,0.16203703,0.1701389,4.809456e-07,864000.0,JNJ
3006,1962-03-21,0.0,11.0625,10.8125,11.0625,1.9350415,29600.0,GT
3007,1962-11-21,0.0,5.5,5.4583335,5.4583335,0.73060316,85200.0,FL
3008,1962-03-02,0.0,3.5044643878936768,3.4895833,3.4970238,0.055672023,110400.0,CVX
3009,1962-04-17,0.7424379,0.7461938858032227,0.7411859,0.7436899,0.0017810441,1437600.0,GE
3010,1962-03-05,0.0,8.91320514678955,8.792348,8.792348,0.7760281,54700.0,IP
3011,1962-12-06,0.76121795,0.7649739384651184,0.7562099,0.75746197,0.0018416424,2146500.0,GE
3012,1962-04-26,0.0,1.74609375,1.7226562,1.7226562,0.0153554985,2009600.0,XOM
3013,1962-11-01,4.613333,4.693333148956299,4.56,4.693333,0.38058835,1992000.0,IBM
3014,1962-06-11,0.0,8.65625,8.5,8.53125,1.5008821,25600.0,GT
3015,1962-10-15,0.0,6.875,6.75,6.84375,1.2140794,42400.0,GT
3016,1962-07-06,0.0,25.6875,25.625,25.6875,0.43730292,1800.0,DTE
3017,1962-03-06,0.0,6.916666507720947,6.8645835,6.8645835,0.8926468,19200.0,FL
3018,1962-08-21,0.22526042,0.2255859375,0.22460938,0.22526042,0.0036795835,1574400.0,KO
